V1	V2	V3	V4	V5
0.7638264721513	0.993058254080036	0.56072448714636	0.995442634608235	-0.153584120717077
0.0082731735786262	0.103408587767531	-0.188274690718882	1.0985662984127	0.771123702906955
0.963796198685679	0.342188631428431	0.666866353244028	0.793585981847554	-0.0915391307753303
0.682193024803691	-0.0572237689311184	-0.651812899898077	-0.106335407461587	-0.539384752696615
-0.295628038053525	-0.142849518446949	1.90061324268103	-0.367661317554116	-0.652634751338197
0.0413328810831227	-2.21136292275497	-1.83170441052242	0.142067947661571	1.59586668166576
1.83355699666255	1.59483667663697	1.96958252854024	0.748545616877393	-1.60074796277646
2.4814724139293	0.893300276710004	0.764939106608572	2.07542116940589	-0.594233534856551
1.46932716713571	2.15417970869645	1.25540227258972	-0.407273217962123	0.625863710698461
-0.517682397063614	-0.674849229851032	0.574639417266724	-3.22677962746381	-1.09830868980284
0.294582831560748	2.93262408758777	0.926546305663512	0.850519361729792	-2.73332441135852
1.2555341363486	-0.487811464506095	-0.550970952487221	0.444972955446511	-1.58827249765944
-1.30177236403228	-2.32033968190635	-1.35334038638426	-2.48110837251402	-0.731588960801303
-1.75001584661286	-0.332483193216864	-1.25821793223152	-0.342064296932892	-0.895104914781574
-0.000885650616129913	1.01934122361128	0.310287507738507	-0.277406500373561	-0.31168682522976
1.92279720024856	0.072749900054609	-0.261811523786141	0.3606875469133	0.294958230802419
3.99699487995256	2.04396116696467	2.23911495262676	1.61982553098424	-1.93004892339631
-2.61374594585123	-0.355012250541499	-0.554498635976195	-0.136944637787311	-0.441898170041827
-0.203076556848978	-0.713414576135436	0.929631689576295	1.01770560077378	-0.272051411123487
0.916381278923983	1.94106400658327	0.874744158377458	-0.137810008578724	-1.13815906760843
-0.892514770831788	-0.677529014319362	-0.0459676585085628	-0.428215827616893	1.27284848960204
-1.96607904029066	-2.25696378948707	-2.10977584663294	0.24226971411184	2.79979662467761
-0.983523561430655	-0.868063142830174	0.152980836791903	0.672442135661619	0.114227194902229
-0.998822508832024	-0.136308234078189	-0.0473299686744993	0.893633812085976	0.870767975756966
-1.64798904480225	-1.81058092941124	-0.693628666724624	-0.994771685044329	0.291833242828932
